"Term","NObs","FreqObs","Obs.Exp","pValue","PMI_Term","PMI","NPMI","Stopword"
"richly",23,0.00011761577483227,11.5,1.94206007181564e-05,"richly",8.31475970267005,0.497207743033544,FALSE
"abrupt",12,6.13647520864016e-05,12,0.0034174818663565,"abrupt",8.62030160618711,0.496844550304486,FALSE
"sous",45,0.000230117820324006,7.5,1.82886893826045e-08,"sous",7.93604134646422,0.496752560897432,FALSE
"elysian",6,3.06823760432008e-05,Inf,0.0312488014758149,"elysian",8.94912450144339,0.496561386501672,FALSE
"presented",70,0.000357961053837342,5.83333333333333,4.09046647693644e-11,"presented",7.68321228853088,0.495777580832986,FALSE
"manteau",9,4.60235640648012e-05,Inf,0.00390589044963952,"manteau",8.75336989940539,0.495680844290884,FALSE
"unmeaning",9,4.60235640648012e-05,Inf,0.00390589044963952,"unmeaning",8.79232378834182,0.495555684293081,FALSE
"attired",8,4.09098347242677e-05,Inf,0.00781194069514902,"attired",8.83166668731007,0.495482796173147,FALSE
"excelled",16,8.18196694485354e-05,16,0.000274583926147278,"excelled",8.45437989644718,0.495419910241151,FALSE
"exaggerated",9,4.60235640648012e-05,9,0.0214828019490736,"exaggerated",8.68040856808422,0.495345576302598,FALSE
"philosophy",68,0.000347733595156276,9.71428571428571,1.16170783012767e-13,"philosophy",7.83816880474459,0.495158758709682,FALSE
"sides",47,0.000240345279005073,7.83333333333333,5.79308192832542e-09,"sides",7.91295934262637,0.495098500045743,FALSE
"dun",136,0.000695467190312551,4.68965517241379,8.93707324481029e-18,"dun",7.37236952681899,0.495081076493906,FALSE
"specimens",12,6.13647520864016e-05,12,0.0034174818663565,"specimens",8.59011030370566,0.49495228120251,FALSE
"trees",103,0.000526714122074947,5.72222222222222,1.14773693318355e-15,"trees",7.51915377401858,0.494618381623031,FALSE
"exaggeration",6,3.06823760432008e-05,Inf,0.0312488014758149,"exaggeration",8.88306215658285,0.494288290108367,FALSE
"ivy",21,0.000107388316151203,21,1.09619045467784e-05,"ivy",8.38707262810967,0.494236116410457,FALSE
"panic",10,5.11372934053346e-05,10,0.0117176513696851,"panic",8.64808192182184,0.494205943973255,FALSE
